,Question,Type,category_id
0,What are 2 things that you would tell to your younger 18 year old self?,summary,0
0,What advice would you give to your younger self?,summary,0
0,What is the impact of demonetization on Indian economy?,summary,0
0,What are the impacts on Indian Rupee value after demonetizing Rs. 500 or Rs. 1000 notes in market as economic stand point?,summary,0
0,Why should everyone knows about First Aid?,summary,0
0,What should everyone know about first aid?,summary,0
0,"How come sex is good/okay for health but masturbation isn't, whereas both cases result in ejaculation of sperm?",yesno,2
0,How often is it healthy to masturbate?,yesno,2
0,How should I prepare for GATE?,summary,0
0,What are some tips to prepare for the GATE?,summary,0
0,"If I lived in Australia, How would I go about buying a residential property in America?",summary,0
0,"If I lived in Australia, How would I go about buying a residential property in the USA?",summary,0
0,Could two planets touch each other and survive?,yesno,2
0,Does the moon revolve around the sun?,yesno,2
0,How Instagram is helpful?,summary,0
0,How does Instagram work?,summary,0
0,Which PSUs visit IIM campus for placements?,factoid,3
0,Which PSUs visit campuses for placements in India?,factoid,3
0,What site can you see old deleted Instagram pictures?,yesno,2
0,Is it possible to see the pictures you've deleted on Instagram?,yesno,2
0,How do I rid myself of my paranoia?,summary,0
0,How do I get rid of my paranoia?,summary,0
0,What is the difference between WD Elements and WD Passport external HD?,summary,0
0,What is the difference between a WD Element and a WD Passport?,summary,0
0,How do you recognise a manipulative person?,summary,0
0,How do you quickly recognize a manipulative person?,summary,0
0,How did you get into IIM?,summary,0
0,How do you get into the IIMs?,summary,0
0,How does playstation Vita remote play work?,summary,0
0,How does remote play for PlayStation Vita work?,summary,0
0,What is the best black Friday deal for this year?,summary,0
0,What are the Black Friday deals for 2016?,summary,0
0,"Given access to the same facts, how is it possible that there can be disagreement between experts in a discipline?",yesno,2
0,"Given access to the same facts, how is it possible that there can be disagreement between experts in a discipline? What are two examples for it?",yesno,2
0,I am a third year MBBS student and I have not gained any knowledge. I need to gain knowledge. can someone pls help me with it?,yesno,2
0,Why do people watch movies while travelling?,yesno,2
0,How do you multiply three matrices?,summary,0
0,How do you multiply matrices?,summary,0
0,What are some major social faux pas to avoid when visiting Suriname?,summary,0
0,What are some major social faux pas to avoid when visiting Iraq?,summary,0
0,How do I stop caring about what people think about me?,summary,0
0,"As an individual, do I really need to care what people think about me?",summary,0
0,Massage parlor addiction?,yesno,2
0,"RBI is planning to destroy 1000₹&500₹ notes, can't they recycle them for 100₹ & 50₹ notes?",yesno,2
0,Can I recover iMessages if I deleted them (used right click delete) and then emptied my trash can?,yesno,2
0,If I message someone on whatsapp then delete my account can I be blocked?,yesno,2
0,What are your thoughts on this painting?,summary,0
0,What are your thoughts on my painting?,summary,0
0,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Vallenar earthquake in 1922?",list,1
0,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Mexico earthquake in 1787?",list,1
0,Which implementation of Python does Google use?,factoid,3
0,What is less dehydrating spirits or wine?,factoid,3
0,How do I get rid of keratosis pilaris on my tricep areas?,summary,0
0,How do I get rid of keratosis pilaris?,summary,0
0,Can Vitamin C pills cause a miscarriage?,yesno,2
0,Does vitamin C cause miscarriages?,yesno,2
0,Did anyone really go to the moon?,yesno,2
0,Did astronomers really visit moon?,yesno,2
0,How do you make money online?,summary,0
0,How can i make money online easily?,summary,0
0,Why do Ukrainians make good prostitutes?,summary,0
0,What do you think about Ukrainian men?,summary,0
0,I am 19 years old girl and my height is 5'3. How can I increase my height?,yesno,2
0,Can Height be increased after 18 or 19 years of age?,yesno,2
0,How can I tell if I’m a narcissist?,summary,0
0,How can I identify a narcissist?,summary,0
0,How do I write a effective cover letter for a job as a software engineer?,yesno,2
0,Who would you recommend me to write a CV/Cover letter for a software engineer?,yesno,2
0,How do I stop a redirecting virus on Android in Google Chrome?,summary,0
0,How do I remove a chrome redirect virus?,summary,0
0,What are the advantages of being left handed? Am I lucky?,list,1
0,What are the advantages of being a left handed?,list,1
0,How do you calculate the height of the mountains?,summary,0
0,How do they measure the height of a mountain?,summary,0
0,How did the British colonial government torment India?,summary,0
0,What are the negative aspects of British colonialism in India?,summary,0
0,In what sectors is it best to live in Gurgaon?,yesno,2
0,In what sectors is it best to live in Gurgaon (Gurugram)?,yesno,2
0,What is the salary scope of Architect in India?,summary,0
0,What is the reason lots of engineering students can't get a good job in India?,summary,0
0,How can I increase the traffic to a website?,summary,0
0,How can I increase the traffic on my website? Jeenkart.com,summary,0
0,How do you become a military drone pilot?,summary,0
0,How do I become a drone pilot/UAV operator?,summary,0
0,Why were Russia's casualties so disproportionately high during World War II?,yesno,2
0,Why were Soviet casualties so high even late war?,yesno,2
0,Why would watching snooker be different to playing it?,yesno,2
0,Why is watching snooker different to playing snooker?,yesno,2
0,As per law of attraction what you think that happens then why life doesn't go as we thought it should or as per our plans?,summary,0
0,"As per Hindu mythology, all the sorrows and happiness are a result of our karma in our past life. If it is so, then why do people pray to God for help in times of distress, knowing that suffering is imminent and predestined? And what is the role of God in our life, if he can't help us?",summary,0
0,What are the most visible external signs that someone is high on heroin?,yesno,2
0,What are the most visible external signs that someone is high on dextromethorphan?,yesno,2
0,Why are my questions always flagged as needing improvement?,yesno,2
0,Why does Quora mark most of the questions as needing improvement?,yesno,2
0,"I like my job and boss a lot, but I am underpaid. I received an offer from a competing firm for 30% more. How should I use this to increase my current pay, given that I have no intention to quit and don't want to harm my current relationship with my manager?",yesno,2
0,I don't love my current job but I don't have another job offer in hand. Want should I do?,yesno,2
0,Who is the best doctor for hair loss treatment in Chennai?,yesno,2
0,Who is the best doctor for hair loss treatment in bangalore?,yesno,2
0,Are there any characteristics that the Japanese economy has that do not align with the characteristics of the CME model in the VoC approach?,yesno,2
0,Are there any personality characteristics that make pre-crisis superman so different from the N52 connotation?,yesno,2
0,Why can't I like someone's picture on Instagram?,summary,0
0,How do you save instagram pics?,summary,0
0,What are some good dance schools in Hyderabad?,summary,0
0,What are the best dance classes in Hyderabad?,summary,0
0,How can I transfer to manipal university?,summary,0
0,How do I transfer out of Manipal University?,summary,0
0,I got AIR 617 in a NEST 2015. The cutoff is 90 and I got 107 marks. What are my chances of securing a seat in any of the two institutes?,yesno,2
0,I got AIR 617 in a NEST 2016. The cutoff is 90 and I got 107 marks. What are my chances of securing a seat in any of the two institutes?,yesno,2
0,What do you think of the Interstate Highway System?,factoid,3
0,How is the Interstate Highway System numbered?,factoid,3
0,Can height increase after 25?,yesno,2
0,Can someone increase their height naturally after 19?,yesno,2
0,My dog can't really move after his bath. What do I do?,yesno,2
0,My neighbor won't pick up her dog’s poop after he poops in my yard. What should I do?,yesno,2
0,What are the safety precautions on handling shotguns proposed by the NRA in Iowa?,summary,0
0,"What are the safety precautions on handling shotguns proposed by the NRA in Alabama and every other state, territory and possession in the U.S.?",summary,0
0,What is the best way to learn about stock markets?,summary,0
0,What is the best way to learn about stock market?,summary,0
0,What is an intuitive explanation of hyper-rectangle slice sampling?,factoid,3
0,What is an intuitive explanation of an A/B test?,factoid,3
0,What are legal pets in India?,summary,0
0,What are the legal pets in India?,summary,0
0,What's your favourite anime? And why?,summary,0
0,What's your favorite anime? And why?,summary,0
0,"What strikes first time visitors as special or unusual when they arrive in Várzea Grande, Brazil?",factoid,3
0,"What strikes first time visitors as special or unusual when they arrive in Ibirité, Brazil?",factoid,3
0,How can we overcome nostalgia?,summary,0
0,What are good ways to overcome nostalgia?,summary,0
0,Am I just causing a problem with my girlfriend for no reason?,yesno,2
0,I'm feeling very alone because I just had a breakup with my girlfriend. I'm not getting out of it. How can I overcome this situation?,yesno,2
